"Order_ID","Order_Date","Customer_ID","Region","Country","Category","Subcategory","Quantity","Unit_Price","Discount","Revenue","Profit","Payment_Method","Shipping_Mode"
100022,2023-11-13,"C1075","North America","Mexico","Electronics","Smartphone",1,1256,0.11,1117.84,255.34,"PayPal","Express"
100023,2024-06-11,"C1185","North America","United States","Clothing","Shoes",5,73,0.18,299.3,44.32,"Bank Transfer","Standard"
100024,2024-07-17,"C2186","South America","Chile","Clothing","Shoes",5,174,0.22,678.6,185.76,"Bank Transfer","Standard"
100025,2023-07-05,"C2152","Europe","France","Furniture","Lamp",7,1363,0.09,8682.31,1022.95,"PayPal","Express"
100026,2023-05-24,"C2472","South America","Brazil","Clothing","Pants",8,261,0.08,1920.96,447.47,"PayPal","Express"
100027,2023-02-18,"C1508","Europe","Italy","Electronics","Laptop",3,1155,0.03,3361.05,689.15,"PayPal","Same-Day"
100028,2024-02-03,"C2796","Asia-Pacific","South Korea","Clothing","Shoes",3,27,0.3,56.7,6.66,"Credit Card","Standard"
100029,2023-02-19,"C2092","Europe","Germany","Clothing","Jacket",1,151,0.2,120.8,31.71,"PayPal","Same-Day"
100030,2024-09-17,"C2263","North America","Mexico","Furniture","Chair",10,1387,0.01,13731.3,3054.7,"PayPal","Express"
100031,2023-07-04,"C2543","South America","Chile","Clothing","Shoes",6,20,0.03,116.4,13.75,"PayPal","Standard"
100032,2023-04-17,"C2390","North America","Mexico","Clothing","Shirt",5,171,0,855,116.36,"PayPal","Express"
100033,2024-05-05,"C1610","Asia-Pacific","Australia","Electronics","Smartphone",7,1829,0.21,10114.37,1987.8,"Bank Transfer","Standard"
100034,2024-03-08,"C2076","North America","Mexico","Clothing","Pants",7,251,0.02,1721.86,501.55,"Bank Transfer","Same-Day"
100035,2023-10-29,"C2058","South America","Chile","Furniture","Lamp",8,1391,0.06,10460.32,2435.61,"Bank Transfer","Standard"
100036,2024-06-19,"C1075","North America","United States","Clothing","Pants",1,24,0.28,17.28,1.99,"Credit Card","Standard"
100037,2024-04-05,"C2298","North America","United States","Electronics","Smartphone",9,497,0.12,3936.24,1344.01,"Credit Card","Express"
100038,2024-05-17,"C1144","Europe","United Kingdom","Electronics","Television",7,1116,0.2,6249.6,2378.87,"Bank Transfer","Express"
100039,2024-06-22,"C2756","Europe","Italy","Clothing","Jacket",2,10,0.1,18,2.31,"PayPal","Express"
100040,2023-05-24,"C1655","Asia-Pacific","China","Clothing","Jacket",1,84,0.18,68.88,10.78,"Credit Card","Standard"
100041,2023-08-02,"C2151","North America","United States","Clothing","Shirt",6,212,0.03,1233.84,423.48,"Bank Transfer","Standard"
100042,2023-10-31,"C2580","Asia-Pacific","China","Clothing","Pants",1,188,0.07,174.84,50,"Bank Transfer","Express"
100043,2024-08-15,"C2100","Asia-Pacific","China","Electronics","Smartphone",3,1174,0.17,2923.26,775.36,"Credit Card","Same-Day"
100044,2023-06-02,"C1391","Asia-Pacific","South Korea","Clothing","Pants",7,69,0.2,386.4,119.73,"PayPal","Express"
100045,2024-07-03,"C2458","South America","Brazil","Electronics","Smartphone",9,322,0.2,2318.4,820.95,"PayPal","Same-Day"
100046,2024-03-15,"C2471","South America","Argentina","Electronics","Smartphone",9,834,0.28,5404.32,1236.26,"Bank Transfer","Standard"
100047,2024-03-07,"C1191","North America","United States","Electronics","Smartphone",2,326,0,652,194.23,"Bank Transfer","Same-Day"
100048,2024-02-12,"C2075","Europe","France","Clothing","Pants",5,164,0.12,721.6,267.42,"Credit Card","Standard"
100049,2024-05-31,"C1952","Europe","United Kingdom","Clothing","Shoes",8,66,0.1,475.2,116.12,"Bank Transfer","Express"
100050,2024-02-17,"C1196","Europe","Spain","Electronics","Television",7,1199,0.28,6042.96,889.63,"Credit Card","Standard"
100051,2024-05-09,"C2344","South America","Chile","Clothing","Jacket",10,217,0.01,2148.3,488.83,"Bank Transfer","Same-Day"
100052,2023-11-21,"C1463","Europe","United Kingdom","Furniture","Table",3,1030,0.14,2657.4,481.83,"Bank Transfer","Standard"
100053,2023-12-02,"C1279","South America","Chile","Furniture","Table",6,347,0.13,1811.34,593.97,"Credit Card","Express"
100054,2023-12-29,"C1001","Europe","Italy","Electronics","Television",3,1030,0.17,2564.7,642.38,"Bank Transfer","Express"
100055,2023-02-10,"C2387","Europe","United Kingdom","Clothing","Pants",1,217,0,217,56.13,"Credit Card","Same-Day"
100056,2023-07-01,"C2150","Asia-Pacific","Japan","Electronics","Smartphone",4,1528,0.16,5134.08,527.43,"PayPal","Express"
100057,2024-08-21,"C1770","Asia-Pacific","India","Clothing","Pants",1,202,0.2,161.6,25.78,"PayPal","Same-Day"
100058,2023-04-14,"C1577","Europe","Spain","Electronics","Laptop",7,1233,0.02,8458.38,1461.53,"Bank Transfer","Express"
100059,2023-01-15,"C1131","Asia-Pacific","Australia","Clothing","Shoes",10,163,0.18,1336.6,205.19,"PayPal","Standard"
100060,2023-11-04,"C1987","North America","United States","Electronics","Television",9,886,0.13,6937.38,2665.75,"Credit Card","Same-Day"
100061,2024-06-07,"C1883","South America","Chile","Furniture","Chair",2,1320,0.21,2085.6,330.2,"Bank Transfer","Express"
100062,2024-12-25,"C2707","North America","Mexico","Clothing","Jacket",6,86,0.07,479.88,98.63,"PayPal","Express"
100063,2024-01-22,"C2828","Asia-Pacific","South Korea","Electronics","Television",1,1276,0.19,1033.56,182.41,"PayPal","Express"
100064,2023-10-27,"C1460","Asia-Pacific","South Korea","Electronics","Laptop",2,1103,0.15,1875.1,578.99,"Bank Transfer","Standard"
100065,2023-09-21,"C1711","Asia-Pacific","India","Furniture","Lamp",6,649,0.13,3387.78,957.69,"Bank Transfer","Same-Day"
100066,2024-10-09,"C1681","Europe","Italy","Furniture","Sofa",8,974,0.19,6311.52,1672.5,"Credit Card","Express"
100067,2023-01-23,"C2267","North America","Canada","Furniture","Lamp",4,423,0.04,1624.32,426.78,"Bank Transfer","Express"
100068,2024-04-26,"C2341","Asia-Pacific","Japan","Clothing","Shoes",9,181,0.03,1580.13,416.73,"Credit Card","Standard"
100069,2023-06-03,"C1215","Asia-Pacific","Australia","Electronics","Smartphone",3,956,0.14,2466.48,293.56,"Credit Card","Standard"
100070,2024-06-11,"C1155","South America","Argentina","Furniture","Chair",9,349,0.11,2795.49,825.39,"Credit Card","Standard"
100071,2023-02-18,"C2246","South America","Argentina","Electronics","Television",8,945,0.05,7182,1964.39,"PayPal","Express"
100072,2024-11-17,"C2400","South America","Argentina","Furniture","Chair",7,608,0.07,3958.08,653.55,"PayPal","Standard"
100073,2024-12-08,"C2794","Europe","Italy","Clothing","Jacket",9,53,0.23,367.29,132.43,"Credit Card","Standard"
100074,2024-10-15,"C2748","Asia-Pacific","Japan","Electronics","Tablet",7,1097,0.08,7064.68,1613.46,"Credit Card","Standard"
100075,2024-10-13,"C2500","Asia-Pacific","India","Furniture","Chair",8,195,0.14,1341.6,271.71,"Credit Card","Same-Day"
100076,2023-12-06,"C1553","Asia-Pacific","Australia","Furniture","Lamp",5,999,0.15,4245.75,1283.73,"PayPal","Express"
100077,2024-08-30,"C2021","Europe","Germany","Clothing","Jacket",10,244,0.11,2171.6,512.09,"PayPal","Express"
100078,2023-10-06,"C2699","Europe","Spain","Electronics","Television",5,999,0.03,4845.15,1275.76,"Bank Transfer","Standard"
100079,2024-02-29,"C2402","North America","Mexico","Clothing","Shoes",10,114,0,1140,319.22,"PayPal","Same-Day"
100080,2024-08-05,"C2371","Asia-Pacific","China","Furniture","Chair",3,1251,0.1,3377.7,1097.78,"PayPal","Express"
100081,2024-07-17,"C2909","Europe","Italy","Clothing","Jacket",10,278,0.28,2001.6,237.01,"Bank Transfer","Standard"
100082,2023-02-06,"C1766","South America","Argentina","Clothing","Shoes",3,163,0.13,425.43,67.65,"Credit Card","Standard"
100083,2023-08-16,"C2942","Asia-Pacific","China","Electronics","Laptop",2,1360,0.09,2475.2,396.76,"Bank Transfer","Standard"
100084,2024-04-12,"C1841","Europe","France","Electronics","Tablet",1,1663,0.29,1180.73,196.49,"Bank Transfer","Standard"
100085,2023-04-27,"C2736","Europe","Italy","Electronics","Laptop",5,730,0.29,2591.5,352.98,"PayPal","Same-Day"
100086,2023-09-11,"C1707","Asia-Pacific","Japan","Furniture","Sofa",8,135,0.11,961.2,263,"PayPal","Express"
100087,2024-08-21,"C1799","Asia-Pacific","Australia","Furniture","Chair",5,373,0.27,1361.45,435.89,"Credit Card","Same-Day"
100088,2023-04-27,"C1638","Asia-Pacific","Australia","Furniture","Chair",6,470,0.13,2453.4,640.9,"Bank Transfer","Same-Day"
100089,2024-11-06,"C1674","Europe","Germany","Clothing","Shoes",8,89,0.03,690.64,271.69,"PayPal","Express"
100090,2024-08-08,"C1750","Asia-Pacific","Australia","Clothing","Jacket",9,17,0.14,131.58,26.52,"PayPal","Express"
100091,2024-04-12,"C1994","South America","Chile","Electronics","Laptop",9,1898,0.03,16569.54,2719.01,"Bank Transfer","Express"
100092,2023-06-13,"C1935","South America","Chile","Clothing","Pants",9,262,0.24,1792.08,609.47,"PayPal","Same-Day"
100093,2024-05-24,"C2752","North America","Mexico","Electronics","Laptop",7,1414,0.21,7819.42,2655.02,"Credit Card","Standard"
100094,2024-11-02,"C1212","Asia-Pacific","India","Clothing","Shirt",1,166,0.2,132.8,28.47,"PayPal","Standard"
100095,2024-06-14,"C1500","North America","United States","Furniture","Chair",4,807,0.11,2872.92,509.88,"Credit Card","Standard"
100096,2023-06-19,"C1802","Asia-Pacific","China","Electronics","Tablet",5,1697,0.26,6278.9,1591.1,"PayPal","Standard"
100097,2023-08-06,"C2316","North America","Canada","Electronics","Laptop",6,1058,0.09,5776.68,1301.54,"Bank Transfer","Express"
100098,2024-11-21,"C2633","North America","Canada","Electronics","Smartphone",8,753,0.24,4578.24,643.27,"Credit Card","Standard"
100099,2024-09-30,"C2677","South America","Argentina","Clothing","Pants",2,21,0.29,29.82,6.96,"Credit Card","Standard"
100100,2023-05-28,"C1810","Europe","Italy","Clothing","Shoes",5,167,0.18,684.7,116.71,"Bank Transfer","Standard"
100101,2024-08-12,"C1993","Europe","Italy","Electronics","Laptop",2,443,0.26,655.64,205.34,"Credit Card","Express"
100102,2024-02-09,"C2255","Europe","France","Clothing","Jacket",8,93,0.15,632.4,249.18,"Credit Card","Express"
100103,2024-04-26,"C1001","North America","United States","Furniture","Chair",6,776,0.14,4004.16,482.47,"PayPal","Standard"
100104,2023-04-20,"C1598","Asia-Pacific","Japan","Electronics","Laptop",7,1485,0,10395,2137.5,"PayPal","Standard"
100105,2023-07-29,"C2193","South America","Chile","Electronics","Smartphone",2,1449,0.2,2318.4,742.25,"PayPal","Same-Day"
100106,2023-01-10,"C2558","Asia-Pacific","South Korea","Clothing","Pants",6,172,0.25,774,220.03,"Bank Transfer","Same-Day"
100107,2023-08-29,"C1276","South America","Chile","Furniture","Chair",4,1364,0.28,3928.32,746.54,"PayPal","Standard"
100108,2023-01-18,"C1695","North America","Mexico","Furniture","Sofa",5,268,0.24,1018.4,214.56,"PayPal","Express"
100109,2024-01-20,"C2858","Europe","Italy","Electronics","Smartphone",9,861,0.21,6121.71,1929.21,"Credit Card","Same-Day"
100110,2023-06-07,"C1796","Europe","France","Electronics","Tablet",6,370,0.07,2064.6,657.2,"Credit Card","Same-Day"
100111,2024-11-22,"C2489","South America","Brazil","Clothing","Jacket",8,156,0.28,898.56,290.11,"Bank Transfer","Standard"
100112,2023-10-11,"C1159","North America","United States","Clothing","Shoes",5,219,0.24,832.2,270.45,"PayPal","Same-Day"
100113,2023-06-26,"C2080","Asia-Pacific","Australia","Electronics","Smartphone",10,583,0.16,4897.2,1551.06,"PayPal","Same-Day"
100114,2024-03-05,"C2926","South America","Chile","Electronics","Television",5,1588,0.3,5558,1965.13,"Bank Transfer","Same-Day"
100115,2024-05-18,"C2026","Europe","Italy","Furniture","Table",6,1366,0.08,7540.32,2202.97,"Bank Transfer","Same-Day"
100116,2023-08-28,"C1114","North America","Canada","Furniture","Lamp",3,1445,0.28,3121.2,802.98,"Credit Card","Same-Day"
100117,2023-01-06,"C1965","Asia-Pacific","India","Clothing","Jacket",5,298,0.09,1355.9,377.35,"PayPal","Standard"
100118,2023-03-31,"C2049","North America","Canada","Furniture","Chair",6,703,0.04,4049.28,878.75,"PayPal","Same-Day"
100119,2024-12-15,"C2052","Asia-Pacific","Australia","Clothing","Shirt",7,73,0.24,388.36,152.33,"PayPal","Same-Day"
100120,2023-09-07,"C1951","South America","Argentina","Clothing","Shoes",6,19,0.29,80.94,25.01,"Credit Card","Express"
100121,2024-03-22,"C2439","South America","Brazil","Furniture","Sofa",1,1422,0.17,1180.26,417.47,"Bank Transfer","Standard"
100122,2023-11-04,"C2492","South America","Argentina","Electronics","Television",7,802,0.17,4659.62,838.07,"Credit Card","Same-Day"
100123,2023-01-25,"C1396","South America","Argentina","Furniture","Table",9,820,0.25,5535,1978.76,"Credit Card","Same-Day"
100124,2024-04-09,"C1926","North America","Mexico","Furniture","Chair",8,1183,0.12,8328.32,1353.98,"Bank Transfer","Express"
100125,2024-01-04,"C2329","North America","United States","Furniture","Sofa",5,271,0.16,1138.2,156.34,"Credit Card","Same-Day"
100126,2024-03-15,"C2219","Europe","United Kingdom","Electronics","Smartphone",3,1496,0.02,4398.24,1148.53,"Bank Transfer","Standard"
100127,2023-05-01,"C2901","Asia-Pacific","Japan","Electronics","Tablet",5,215,0.19,870.75,162.98,"PayPal","Express"
100128,2023-09-13,"C2127","North America","Mexico","Electronics","Laptop",1,738,0.01,730.62,281.53,"Bank Transfer","Standard"
100129,2023-11-10,"C1721","South America","Argentina","Clothing","Pants",1,169,0.08,155.48,34.79,"Bank Transfer","Standard"
100130,2023-10-22,"C1785","Europe","Italy","Furniture","Sofa",7,453,0.28,2283.12,552.88,"Credit Card","Express"
100131,2023-06-07,"C2948","Asia-Pacific","South Korea","Clothing","Shirt",5,163,0.29,578.65,75.84,"PayPal","Standard"
100132,2023-10-28,"C1232","North America","Canada","Electronics","Television",8,230,0.15,1564,278.93,"Bank Transfer","Standard"
100133,2024-05-17,"C2609","South America","Chile","Furniture","Sofa",9,1344,0.02,11854.08,4638.28,"PayPal","Standard"
100134,2023-11-27,"C2706","Asia-Pacific","Japan","Clothing","Shoes",2,117,0.11,208.26,36.68,"Bank Transfer","Express"
100135,2024-03-04,"C2668","Asia-Pacific","China","Clothing","Shirt",6,226,0.01,1342.44,330.27,"PayPal","Standard"
100136,2024-08-02,"C2567","South America","Brazil","Clothing","Jacket",1,212,0.03,205.64,47.06,"Credit Card","Express"
100137,2024-07-10,"C2199","Europe","Germany","Electronics","Smartphone",5,1339,0.13,5824.65,2031.79,"PayPal","Standard"
100138,2024-05-14,"C1513","Europe","Italy","Electronics","Television",3,920,0.28,1987.2,637.65,"PayPal","Express"
100139,2023-07-01,"C1139","North America","United States","Electronics","Smartphone",9,1164,0.23,8066.52,2416.01,"PayPal","Express"
100140,2024-11-01,"C1700","South America","Chile","Electronics","Laptop",9,1255,0.06,10617.3,4020.74,"PayPal","Express"
100141,2023-02-22,"C1767","Europe","France","Electronics","Laptop",4,1211,0.13,4214.28,585.61,"PayPal","Same-Day"
100142,2023-11-02,"C2688","North America","Canada","Electronics","Laptop",7,1197,0.23,6451.83,1051.01,"PayPal","Standard"
100143,2024-10-05,"C1557","South America","Chile","Furniture","Table",7,1026,0.22,5601.96,2178.57,"PayPal","Express"
100144,2024-03-13,"C2832","North America","United States","Electronics","Laptop",8,1257,0.01,9955.44,1014.09,"Bank Transfer","Standard"
100145,2023-01-05,"C1085","Europe","United Kingdom","Electronics","Television",1,521,0.02,510.58,124.93,"PayPal","Standard"
100146,2023-11-12,"C1773","South America","Argentina","Clothing","Shirt",10,293,0.12,2578.4,425.12,"PayPal","Same-Day"
100147,2024-02-01,"C1713","North America","United States","Furniture","Table",5,973,0.07,4524.45,813.88,"PayPal","Express"
100148,2023-01-28,"C1701","Asia-Pacific","China","Clothing","Jacket",2,241,0.14,414.52,57.77,"Credit Card","Express"
100149,2023-10-24,"C2901","South America","Argentina","Clothing","Shirt",5,113,0.18,463.3,127.27,"Credit Card","Express"
100150,2024-01-22,"C1486","North America","Mexico","Electronics","Television",2,1080,0.29,1533.6,537.55,"Credit Card","Standard"
100151,2023-06-12,"C2729","South America","Argentina","Electronics","Laptop",3,480,0.16,1209.6,450.06,"Bank Transfer","Standard"
100152,2024-07-21,"C1404","Asia-Pacific","Australia","Clothing","Shirt",3,106,0.17,263.94,90.43,"PayPal","Same-Day"
100153,2024-04-04,"C2032","South America","Brazil","Electronics","Tablet",4,1345,0.24,4088.8,1114.52,"Credit Card","Standard"
100154,2024-01-31,"C2254","Europe","Spain","Furniture","Chair",9,374,0.22,2625.48,912.53,"Credit Card","Express"
100155,2023-06-01,"C2169","North America","Mexico","Furniture","Table",3,778,0.15,1983.9,311.21,"PayPal","Same-Day"
100156,2023-10-07,"C2708","Europe","Germany","Clothing","Pants",10,200,0.21,1580,176.48,"Bank Transfer","Express"
100157,2023-11-16,"C2007","North America","Canada","Clothing","Pants",8,95,0.25,570,192.83,"PayPal","Same-Day"
100158,2024-12-15,"C1682","North America","United States","Clothing","Pants",8,216,0.15,1468.8,358.77,"Bank Transfer","Express"
100159,2024-03-02,"C1324","North America","Canada","Electronics","Tablet",10,1802,0.27,13154.6,3361.3,"Bank Transfer","Express"
100160,2023-10-25,"C1412","Europe","United Kingdom","Furniture","Sofa",2,199,0.25,298.5,106.37,"Credit Card","Express"
100161,2024-02-18,"C2412","South America","Chile","Clothing","Shirt",4,151,0.09,549.64,104.65,"Credit Card","Same-Day"
100162,2023-03-22,"C2640","Europe","Spain","Furniture","Sofa",1,1340,0.12,1179.2,452.43,"Bank Transfer","Same-Day"
100163,2024-12-13,"C1664","North America","United States","Electronics","Smartphone",8,556,0.04,4270.08,791.57,"Credit Card","Express"
100164,2023-01-08,"C1533","Europe","France","Furniture","Lamp",2,1483,0.12,2610.08,822.59,"Bank Transfer","Standard"
100165,2024-02-20,"C2650","North America","United States","Electronics","Tablet",1,1232,0.18,1010.24,236.9,"Bank Transfer","Express"
100166,2024-04-18,"C2278","Europe","Italy","Furniture","Sofa",7,728,0.07,4739.28,887.22,"Credit Card","Same-Day"
100167,2024-01-23,"C2568","South America","Argentina","Clothing","Shoes",3,162,0.3,340.2,114.48,"PayPal","Standard"
100168,2024-08-29,"C1724","Asia-Pacific","Japan","Furniture","Sofa",5,314,0.03,1522.9,261.84,"Credit Card","Standard"
100169,2023-10-05,"C1379","North America","Mexico","Furniture","Table",3,790,0.27,1730.1,596.88,"Bank Transfer","Express"
100170,2024-03-03,"C2610","Asia-Pacific","China","Furniture","Chair",8,1276,0.12,8983.04,3067.58,"Bank Transfer","Same-Day"
100171,2023-12-14,"C1414","North America","Mexico","Electronics","Tablet",7,432,0.01,2993.76,623.2,"Credit Card","Standard"
100172,2023-05-10,"C1934","Asia-Pacific","Australia","Electronics","Tablet",1,1828,0.12,1608.64,429.73,"PayPal","Express"
100173,2024-01-17,"C1643","Asia-Pacific","Australia","Clothing","Shirt",4,230,0.15,782,80.43,"Bank Transfer","Standard"
100174,2023-07-25,"C1277","Europe","France","Furniture","Table",3,527,0.13,1375.47,370.3,"Bank Transfer","Same-Day"
100175,2024-07-12,"C1519","North America","United States","Clothing","Shoes",6,83,0.29,353.58,57.73,"Bank Transfer","Same-Day"
100176,2024-04-12,"C2589","South America","Argentina","Clothing","Jacket",2,287,0.14,493.64,98.84,"Credit Card","Express"
100177,2024-11-10,"C1388","Europe","United Kingdom","Clothing","Pants",1,98,0.2,78.4,18.54,"Bank Transfer","Express"
100178,2024-02-12,"C2963","South America","Chile","Electronics","Smartphone",2,1782,0.21,2815.56,1077.99,"Credit Card","Same-Day"
100179,2024-10-04,"C1190","South America","Argentina","Electronics","Television",8,1549,0.05,11772.4,2123.14,"PayPal","Same-Day"
100180,2024-11-29,"C2945","South America","Chile","Electronics","Smartphone",1,846,0.29,600.66,162.26,"Bank Transfer","Same-Day"
100181,2024-12-30,"C2175","North America","Mexico","Clothing","Shirt",7,33,0.18,189.42,67.28,"PayPal","Express"
100182,2023-07-03,"C1460","North America","United States","Furniture","Sofa",5,726,0.29,2577.3,742.24,"PayPal","Standard"
100183,2024-10-17,"C2530","South America","Brazil","Furniture","Sofa",1,883,0.11,785.87,269.06,"PayPal","Standard"
100184,2024-07-04,"C1982","North America","Canada","Electronics","Laptop",7,1256,0.29,6242.32,880.85,"Credit Card","Standard"
100185,2023-05-27,"C2320","North America","Canada","Furniture","Sofa",2,621,0.21,981.18,387.84,"Bank Transfer","Standard"
100186,2024-11-09,"C1118","Asia-Pacific","China","Clothing","Pants",7,173,0.08,1114.12,332.69,"Credit Card","Express"
100187,2023-08-10,"C2358","Europe","Italy","Electronics","Television",5,1379,0.27,5033.35,1336.06,"PayPal","Same-Day"
100188,2023-07-28,"C2032","South America","Chile","Clothing","Shoes",5,114,0.14,490.2,186.35,"Bank Transfer","Same-Day"
100189,2023-05-25,"C2273","North America","Mexico","Electronics","Smartphone",5,1186,0.19,4803.3,857.56,"Bank Transfer","Standard"
100190,2024-05-13,"C1806","North America","Mexico","Clothing","Pants",1,111,0.18,91.02,19.26,"Credit Card","Standard"
100191,2023-02-27,"C1093","Europe","Spain","Clothing","Jacket",1,78,0.05,74.1,11.37,"Credit Card","Same-Day"
100192,2024-07-25,"C1115","North America","Mexico","Clothing","Shirt",3,223,0.1,602.1,68.06,"Bank Transfer","Express"
100193,2023-10-12,"C1646","North America","Canada","Furniture","Table",1,1152,0.08,1059.84,261.97,"Bank Transfer","Express"
100194,2024-05-24,"C1839","Europe","United Kingdom","Clothing","Shirt",9,210,0.24,1436.4,157.97,"PayPal","Standard"
100195,2024-11-02,"C2151","Asia-Pacific","China","Furniture","Lamp",7,504,0.07,3281.04,849.08,"Bank Transfer","Standard"
100196,2023-12-28,"C1826","North America","Canada","Furniture","Table",7,443,0.13,2697.87,983.41,"PayPal","Same-Day"
100197,2023-07-05,"C2340","South America","Brazil","Clothing","Pants",3,25,0.21,59.25,9.65,"Bank Transfer","Standard"
100198,2024-06-16,"C2247","Europe","France","Clothing","Jacket",8,135,0.1,972,197.64,"Bank Transfer","Express"
100199,2023-09-25,"C2815","Europe","Spain","Electronics","Laptop",7,439,0.09,2796.43,894.33,"PayPal","Same-Day"
100200,2024-03-19,"C1996","Europe","Italy","Clothing","Shirt",3,240,0.04,691.2,232.89,"Credit Card","Standard"
100201,2023-09-08,"C2091","Europe","Spain","Furniture","Table",10,997,0.25,7477.5,1638.38,"Credit Card","Standard"
100202,2024-09-03,"C1911","Europe","Germany","Clothing","Jacket",7,29,0.15,172.55,63.11,"Credit Card","Express"
100203,2024-02-11,"C2140","Asia-Pacific","Australia","Electronics","Laptop",3,1118,0.12,2951.52,446.09,"Bank Transfer","Standard"
100204,2023-06-18,"C2023","North America","Mexico","Electronics","Television",4,641,0.22,1999.92,279.39,"Credit Card","Standard"
100205,2024-07-29,"C1870","South America","Brazil","Furniture","Chair",4,723,0.18,2371.44,847.32,"PayPal","Standard"
100206,2024-09-10,"C2721","Europe","Germany","Clothing","Jacket",10,132,0.26,976.8,208.55,"Bank Transfer","Standard"
100207,2023-04-17,"C1346","Europe","France","Furniture","Chair",4,1467,0.2,4694.4,1729.85,"Bank Transfer","Same-Day"
100208,2023-02-09,"C1380","South America","Argentina","Electronics","Laptop",3,1049,0.02,3084.06,314.8,"Bank Transfer","Standard"
100209,2023-04-08,"C1152","North America","Mexico","Furniture","Lamp",5,167,0.26,617.9,97.48,"Bank Transfer","Express"
100210,2024-03-27,"C2284","North America","Mexico","Electronics","Tablet",5,1708,0.24,6490.4,1166.98,"Bank Transfer","Same-Day"
100211,2023-07-18,"C1208","Europe","Italy","Clothing","Shirt",6,28,0.08,154.56,20.1,"Credit Card","Standard"
100212,2024-01-18,"C1420","North America","Canada","Furniture","Sofa",1,337,0.07,313.41,72.94,"Credit Card","Standard"
100213,2024-03-26,"C2536","Europe","France","Furniture","Sofa",2,215,0.02,421.4,87.74,"Bank Transfer","Express"
100214,2023-01-16,"C1809","North America","United States","Furniture","Table",1,102,0.09,92.82,12.39,"Credit Card","Express"
100215,2024-03-19,"C1462","Europe","Germany","Electronics","Tablet",10,266,0.12,2340.8,405.63,"Bank Transfer","Express"
100216,2023-11-29,"C2593","Asia-Pacific","South Korea","Clothing","Pants",3,96,0.24,218.88,65.86,"Bank Transfer","Express"
100217,2024-02-19,"C2800","North America","United States","Clothing","Jacket",4,162,0.18,531.36,164.5,"Bank Transfer","Same-Day"
100218,2024-07-30,"C2122","North America","Mexico","Electronics","Tablet",8,1005,0.09,7316.4,1242.72,"PayPal","Express"
100219,2024-11-13,"C2491","North America","Canada","Electronics","Television",2,670,0.26,991.6,354.47,"Bank Transfer","Standard"
100220,2023-12-03,"C2894","Asia-Pacific","China","Furniture","Table",10,1244,0.3,8708,3012.88,"Bank Transfer","Express"
